-4.331781338907088497e+00,2.611857215091907136e+01,7.738822883234102790e+01,1.027889902829971049e+02,8.846212984901238485e+01,1.044272662528760094e+02,6.920407327230356032e+01,8.328977013973430132e+01,9.346546941374041126e+03,-6.266404887277751186e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01
-5.051553376934613482e+00,3.245369295605681259e+01,7.737976420201933081e+01,1.026085664065183067e+02,8.895072721650251424e+01,1.061944932567510307e+02,6.327362804586625344e+01,8.435872458326453227e+01,9.341836149061316974e+03,-6.280404820679081240e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.700000000000000000e+01
-4.884252844829818585e+00,2.073848249202727345e+01,7.755619597174765545e+01,1.032195057673593368e+02,9.183002188575412106e+01,1.036488915859858366e+02,7.317265594788453598e+01,8.643961206819848542e+01,9.358269161220634487e+03,-6.281655974372543824e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01
-2.708740845103305261e+00,5.337380730667884166e+01,7.896762680003990909e+01,1.021824071144815065e+02,8.918292389019941879e+01,1.036111856179513353e+02,6.797780785298351702e+01,8.133410232395338824e+01,9.383628730088385055e+03,-6.159455162810198999e+03,2.300000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-4.331860110536248420e+00,3.191347230797446244e+01,7.990183784994110283e+01,1.027895429505198308e+02,8.881475010206756338e+01,1.066153415451029929e+02,6.297806131018494114e+01,8.638828966514529384e+01,9.346539821910191677e+03,-6.171472063724225336e+03,2.000000000000000000e+01,4.800000000000000000e+01,4.800000000000000000e+01
-4.225160455077178412e+00,5.228252227299649491e+01,7.867461998611739205e+01,1.031521918722452398e+02,9.139279001924724355e+01,1.038077556990864991e+02,6.625420852107450287e+01,8.542714161218323454e+01,9.399104844904808488e+03,-6.270914437308178094e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01
-3.898980847367355285e+00,4.420838484331112284e+01,7.805278611323699067e+01,1.027496118449871148e+02,8.905698752946557306e+01,1.064294136328258276e+02,6.481981438225379577e+01,8.158088238287145089e+01,9.464475716138305870e+03,-6.266967852631009919e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01
1.460733583482802245e-01,3.963852926476354810e+01,7.762579700633399682e+01,1.024443853173128076e+02,8.900645266185853188e+01,1.037837860125037110e+02,6.291523240814779427e+01,8.650723719493974784e+01,9.359365269080732105e+03,-6.152750164197967933e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-3.877927546424955185e+00,2.532230827095207104e+01,7.754030638207538573e+01,1.026916633518251132e+02,8.931592312979476844e+01,1.036919978689497981e+02,7.059288943605618272e+01,8.336172181816722571e+01,9.341618110062810956e+03,-6.271986971953825559e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01
-3.337073912250045016e+00,5.026818906428286482e+01,7.762750206000835362e+01,1.024443853173128076e+02,8.900645266185853188e+01,1.047001095783924001e+02,6.291625944249602753e+01,8.615874615265585135e+01,9.392970841641770676e+03,-6.152750164197967933e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-3.619675616175107802e+00,5.591199224542049251e+01,7.737722998601878999e+01,1.032232018043127653e+02,8.686036746629532956e+01,1.037354826281907663e+02,6.864660500051562053e+01,8.163294499138041260e+01,9.346476857968575132e+03,-6.283732395686297423e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01
-5.697549680786168302e+00,3.048875184808675343e+01,7.758562813194608054e+01,1.025719538720152713e+02,8.984034242124621983e+01,1.037396869088398006e+02,6.868552852100650341e+01,8.672060400846318373e+01,9.361188600856656194e+03,-6.280722935451150988e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-2.770754427230916139e+00,4.792514326879194186e+01,7.760849718389134466e+01,1.034887865424526723e+02,9.171720614791223625e+01,1.061671788415130493e+02,6.642741448732607523e+01,8.469054837683647463e+01,9.353767384325210514e+03,-6.259462417508999351e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01
-3.898832456450449957e+00,3.208310643765121739e+01,7.727116820341609582e+01,1.027139969552642356e+02,8.932296352369982628e+01,1.059497412789293094e+02,6.297039777435711727e+01,8.395802801014747274e+01,9.462592662000701239e+03,-6.176852048023071802e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-5.651937609927771611e+00,3.046282841311414558e+01,7.779339186072685663e+01,1.034444901598533448e+02,9.324152733278191363e+01,1.057975587613169353e+02,6.361007683772901089e+01,8.707018011307584970e+01,9.469242979494571046e+03,-6.281486623280968161e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01
-7.100493818537131574e+00,4.232788453555660624e+01,7.702137039619988457e+01,1.044810410433518086e+02,9.047597409480444242e+01,1.047107477208991781e+02,6.688445364512868707e+01,8.674057159522106986e+01,9.357765966785093042e+03,-6.282072217431095851e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-3.898832456450449957e+00,4.419873306159219339e+01,7.778961240691336343e+01,1.028156042772050540e+02,8.932630753095240550e+01,1.058365960919146147e+02,6.647933962505730676e+01,8.394458348149942140e+01,9.347853949210764767e+03,-6.266967872752575204e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.700000000000000000e+01
-3.621090240998419585e+00,5.591199224542049251e+01,7.737901340537125350e+01,1.032232018043127653e+02,8.684320602652837806e+01,1.037354826281907663e+02,6.279500953903905014e+01,8.643929208694035538e+01,9.345389099632102443e+03,-6.149571462875281213e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01
-4.224908816202063377e+00,3.775203193924649270e+01,7.757851869069828865e+01,1.032446173687651196e+02,9.144053546355355877e+01,1.072504315014935798e+02,6.899614753814859114e+01,8.090559621381150635e+01,9.346404182797197791e+03,-6.270707378814468939e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01
-2.825602210110390367e+00,5.395916112618600380e+01,7.755254300206735252e+01,1.027125240589569870e+02,9.077710773488011853e+01,1.036694408625173480e+02,6.841774829849813955e+01,8.539019866069095599e+01,9.361517636675675021e+03,-6.272489163228284269e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-5.675451869189278575e+00,4.892848536991813546e+01,7.762324553842184116e+01,1.027698621378771833e+02,9.177494617222593831e+01,1.038024794709100718e+02,6.305631015473069567e+01,8.553756743741641344e+01,9.348735730208365567e+03,-6.155259413550385943e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-4.058532134798849000e+00,6.000000000000000000e+01,7.739914588097991555e+01,1.027698566658055483e+02,9.176977186673049403e+01,1.038823330924831652e+02,6.316672441457659204e+01,8.897983040965685575e+01,9.465299565562794669e+03,-6.256189581594311676e+03,2.200000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01
-2.979568706648904275e+00,3.534125624816780231e+01,7.805765025182417105e+01,1.032492909683472817e+02,8.952449332181748787e+01,1.064120268369981801e+02,6.497580306049617604e+01,8.461175046486796703e+01,9.464145155346530373e+03,-6.265027180286708244e+03,2.200000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01
