2.494010925292968750e-01,2.644920349121093750e-02,2.052768707275390625e+00,4.581218460574746132e+00,6.925228191539645195e-02,5.187081731855869293e-02
2.536621093750000000e-01,1.218166351318359375e-01,2.934780120849609375e-01,4.945454045664519072e-01,5.909747476689517498e-01,3.434825837612152100e-01
4.480743408203125000e-02,2.935085296630859375e-01,1.363601684570312500e-01,2.252375000156462193e+00,2.178083024919033051e-01,3.981599668040871620e-01
4.062500000000000000e-01,1.242313385009765625e-01,1.590404510498046875e-01,5.496060100849717855e-01,3.126024128869175911e-02,5.568615077063441277e-01
4.282150268554687500e-01,1.408901214599609375e-01,6.650352478027343750e-02,7.295821476727724075e-01,4.951008921489119530e-02,1.383615183643996716e+00
2.978706359863281250e-02,5.502853393554687500e-01,1.025047302246093750e-01,2.961482611484825611e+00,4.499650592915713787e-01,1.487707827240228653e+00
4.783630371093750000e-03,5.219135284423828125e-01,1.177635192871093750e-01,1.158566363155841827e-01,4.086343912407755852e+00,1.480111157288774848e-01
2.682056427001953125e-01,3.447685241699218750e-01,1.792755126953125000e-01,2.052541156299412251e-01,2.182988766580820084e-01,1.790423403494060040e+00
7.988548278808593750e-02,1.237545013427734375e-01,1.944288253784179688e+00,1.150869391858577728e-02,4.248916978016495705e+00,4.095467849401757121e-02
5.675888061523437500e-02,4.859123229980468750e-01,1.905822753906250000e-02,1.404994508251547813e+00,3.023158983327448368e+00,8.912532374233705923e-02
7.722225189208984375e-01,4.640802383422851562e+00,2.548542022705078125e-01,4.918073303997516632e-03,4.374984992668032646e+00,3.960712920874357224e+00
7.103347778320312500e-02,6.354007720947265625e-01,7.481727600097656250e-01,9.121237588115036488e-01,1.008663931861519814e-02,6.054288567975163460e-02
1.337680816650390625e-01,2.457942962646484375e-01,6.864929199218750000e-02,2.202564126346260309e-01,2.422831810545176268e-01,3.014681944623589516e-01
1.770957946777343750e+00,3.082904815673828125e-01,4.570636749267578125e-01,2.751788040623068810e-01,3.760741200298070908e+00,4.081688572659913916e-02
3.366317749023437500e-01,6.137046813964843750e-01,1.184787750244140625e-01,1.741565418196842074e-01,1.586211645044386387e-01,1.974452254362404346e-01
1.318302154541015625e-01,6.003532409667968750e-01,4.381980895996093750e-01,2.786243209615349770e+00,4.308010684326291084e-04,4.620223414152860641e+00
1.878890991210937500e-01,5.437469482421875000e-02,2.226676940917968750e-01,2.911529844626784325e+00,3.962133112363517284e-01,1.329996823333203793e-01
4.546794891357421875e-01,8.274650573730468750e-02,4.604015350341796875e-01,6.822255929000675678e-02,4.588694075355306268e-01,1.861507855355739594e-01
7.627868652343750000e-02,6.435070037841796875e-01,2.169456481933593750e-01,1.969769705086946487e+00,4.986317688599228859e-02,1.038224520161747932e-01
1.454505920410156250e-01,5.462017059326171875e-01,2.157535552978515625e-01,3.466009304393082857e-01,5.184456760762259364e-01,1.540198656730353832e-01
