-6.462017153713050632e+00,2.506088829858145317e+01,7.943375816402372891e+01,8.997105880316200910e+01,9.599656014890132383e+01,1.073039605981687714e+02,7.742329966720070900e+01,8.544690112969293239e+01,-9.484878958606306696e+03,-5.933489287667475764e+03
4.786919638885949624e+00,3.554476162317898513e+01,7.943502159492767589e+01,9.317564953765770497e+01,9.515079178737848054e+01,1.007463233932398907e+02,7.383465888722145110e+01,8.850388628984337913e+01,-9.172938271805453041e+03,-5.876423772241236293e+03
5.437342516151107752e+00,-5.773118183190872799e+01,7.912471680012842512e+01,9.199675514358330020e+01,9.492596119892743900e+01,1.033981699955242846e+02,7.700280261243599966e+01,8.756188120310572742e+01,-9.231936608838534084e+03,-5.797956463160889143e+03
5.918039018156498798e+00,-5.783997650183268036e+01,7.912592311519335908e+01,9.198578515389505128e+01,9.549225243084052295e+01,1.033732858328365012e+02,7.696516604994980071e+01,8.756188120310572742e+01,-9.135693397797331272e+03,-5.759881734368048456e+03
-4.948313923977941009e+00,1.425411853952843266e+01,7.951822814206929024e+01,8.997105880316200910e+01,9.604479463879803802e+01,1.073039605981687714e+02,8.035631247510416131e+01,8.544690112969293239e+01,-9.482089386651221503e+03,-5.794474103916772947e+03
-5.374342023330708429e+00,-5.419746826002111817e+01,7.953962232115028996e+01,9.199474000094582493e+01,9.529706571441741403e+01,1.033835066934116469e+02,7.847947872771733557e+01,8.765166927673357122e+01,-9.502591843187887207e+03,-5.970151671072912904e+03
9.231175998819534101e+00,3.742421600685796079e+01,8.129794457531988883e+01,8.842962209823679132e+01,9.052601432016220429e+01,1.036691325544698401e+02,7.438722074191848321e+01,9.154095581519990787e+01,-9.773706698437305022e+03,-6.377046284860185551e+03
-5.361313161367119662e+00,-5.928484163258819706e+01,7.912310386060030964e+01,9.199451651485729542e+01,9.510183785114402610e+01,1.034061408663454387e+02,7.686681087058521200e+01,8.746273563522750294e+01,-9.228173363293379225e+03,-5.795673562248451162e+03
-6.275696524075097926e+00,3.456850384217610639e+01,8.128766331800579792e+01,8.695396000055366414e+01,9.315454417597258896e+01,1.040247595075406650e+02,7.369128554427491906e+01,9.217237511965159058e+01,-9.751919835139047791e+03,-6.379915683558286219e+03
5.016064527545259111e+00,-6.000000000000000000e+01,8.123258054822269969e+01,8.691296663627714736e+01,9.486764158404474756e+01,1.022208529850810947e+02,7.574583042742970918e+01,8.754928669597804003e+01,-9.764163221160742978e+03,-6.358296768999379310e+03
-7.109891101463516883e+00,-4.392778517280623163e+01,8.254213042153841684e+01,9.197292149983007903e+01,8.231238408752814451e+01,1.074303979470592765e+02,7.901669250377142362e+01,8.211938163913670508e+01,-9.468555628584674196e+03,-6.158225782007798443e+03
-5.029866268253339046e-01,3.583148006486089798e+01,7.945601538903876815e+01,9.200658268589202748e+01,9.719662929922247940e+01,1.010935060782449142e+02,8.012190065541803108e+01,8.201155126016257668e+01,-9.144715218701383492e+03,-5.801188405009293092e+03
-4.948313923977941009e+00,1.425411853952843266e+01,7.951896303614562100e+01,9.000322768642007532e+01,9.604479463879803802e+01,1.033855445757777574e+02,7.853134003005034458e+01,8.772116533070131084e+01,-9.482179441398944618e+03,-5.794474103916772947e+03
3.366710924157692020e+00,-5.485989693712087956e+01,8.126681690589853702e+01,8.696785235675655201e+01,9.318843917482057293e+01,1.011955018161633149e+02,7.384170999144879488e+01,9.353550517442744194e+01,-9.805350124808577675e+03,-6.369926739995211392e+03
-5.488486450407553008e+00,-4.206974040605885534e+01,7.917677568158875090e+01,9.198573468047676727e+01,9.549901003159817492e+01,1.041329887201979147e+02,7.830887922704575033e+01,8.894866955303763234e+01,-9.139376989079428313e+03,-5.760164704966706267e+03
