-2.094484383674926065e-01,-2.732936048850724831e-01,-6.628184522457658545e-02,-4.487531347103602464e+00
-1.472497447801481840e-01,-3.264736043838212254e-01,-6.670467181028127968e-02,-4.475711319152292589e+00
-6.515845124396530963e-01,-1.914497034644773166e-01,-1.041622810414146727e-01,-4.072246900155833238e+00
-2.809475211447276521e-01,-2.845516914036112510e-01,-6.383255548784649847e-02,-4.556349901683208969e+00
-3.944347647970714021e-01,-2.043312054965262803e-01,-3.996043642892654901e-02,-4.526324907429353672e+00
-3.783282652310990812e-01,-2.407018769719764251e-01,-3.710766459298753261e-02,-4.324615271785305026e+00
-1.092729944052139857e-02,-2.325767481137530623e-01,-3.863114969352521300e-02,-4.644291040010301685e+00
-1.264921140069930061e-02,-2.840258767191627953e-03,-1.238164427419254920e-01,-4.244213031002797010e+00
-5.855934833300575626e-01,-1.204108837159463263e-01,-2.895841969009360639e-02,-4.300022176369152405e+00
-4.146738530674709544e-01,-4.875334751667388389e-01,-2.108838360940712420e-02,-4.420729369282897281e+00
-4.975996070804966642e-01,-2.317326962287609149e-01,-3.562496525307423667e-02,-4.217404261503383545e+00
-2.365486835253700626e-01,-1.742832973236154714e-01,-8.582171698168039597e-02,-4.198747339588961403e+00
-4.447940668939680542e-01,-1.121118937889775680e-01,-7.088587722999140084e-03,-4.477862555295834213e+00
-4.160248916823796606e-01,-2.807733892928041541e-01,-3.627001313881272893e-02,-4.329994331946691588e+00
-6.589225064853345692e-01,-2.379847305503881572e-01,-1.942382468756331804e-02,-4.017310908842481432e+00
-5.040013473708562231e-01,-1.199354501629130709e-01,-4.911247384385575288e-02,-4.144006527814619645e+00
-6.723004378682557736e-01,-2.275432140286710592e-01,-6.475992570092792278e-02,-4.062393581941337040e+00
-7.135733430060593463e-01,-2.093050503521771688e-01,-4.083633046385060084e-02,-4.077465891857263713e+00
-3.733214750699662687e-01,-2.357938433020523306e-01,-5.356474824554524616e-02,-4.334276784471888355e+00
-1.858112032007497305e-02,-6.006666533669946517e-02,-2.205924158801986223e-02,-4.813694565168741946e+00
-2.613442157519325626e-01,-3.742027384959971670e-01,-5.179720443280899644e-02,-4.558810394035329949e+00
-2.732519949206224652e-02,-6.609641444442715397e-02,-8.610664129810707834e-02,-4.340794843471011077e+00
