2.453878036987867883e+00,7.628056049868740196e+00,2.996359013742375677e+00,3.500474877165213439e+00
2.374908505398783731e+00,7.819963069670186506e+00,2.994384784507173602e+00,3.634811973642141592e+00
2.480157062595506723e+00,7.379533004637366389e+00,2.995571941069659960e+00,3.448920386222989798e+00
2.669673342028015206e+00,7.761780798834973183e+00,2.983309250169589699e+00,3.425746415674159273e+00
2.529050291872411371e+00,7.799034523134135810e+00,2.928466626663891237e+00,3.782420442020530515e+00
2.543020094618618554e+00,7.805633699454639363e+00,2.973483580933655723e+00,3.568008232996809248e+00
2.889760181491991098e+00,7.884582810034586942e+00,2.885511722364200615e+00,3.803983012608581404e+00
2.605008925185024804e+00,7.905395952559238104e+00,2.940018792025766992e+00,3.639398495211141338e+00
2.596356791913077444e+00,7.699466576627129299e+00,2.969589855239496146e+00,3.802064907758089252e+00
2.202010561108871389e+00,7.941901987739977464e+00,2.990651901132033164e+00,3.939008131297990989e+00
2.742788372952494669e+00,7.886840491654202090e+00,2.959531777722938628e+00,3.413872200784478395e+00
1.860729511571822758e+00,7.937415377465151245e+00,2.993896082274622561e+00,3.845116346883527214e+00
2.796626497388167820e+00,7.689706168980977807e+00,2.924905509374046808e+00,3.816282695282999349e+00
2.711635011949890206e+00,7.701573057442033132e+00,2.946434051958117806e+00,3.511664921889957824e+00
2.828195206177321008e+00,7.665049329900991637e+00,2.938731167717527182e+00,3.440523698961655885e+00
2.405849938775519448e+00,7.779162416482433784e+00,2.964294878808661604e+00,3.850832195561439963e+00
2.540635908827602929e+00,7.675500947806195740e+00,2.988710015307227241e+00,3.553115151054266896e+00
2.633672136583679269e+00,7.713615072445867860e+00,2.972193005452989478e+00,3.448422475411025090e+00
2.732986720256096902e+00,7.592435098308096819e+00,2.982889811019905579e+00,3.125031112332625760e+00
2.376789363078362527e+00,7.874221238107700138e+00,2.972470904916933776e+00,3.650312839172297874e+00
2.813890091431227258e+00,7.967281689258125077e+00,2.924180438403263249e+00,3.608047649709076765e+00
2.894396098307854714e+00,7.798515920296653192e+00,2.959232876484742647e+00,3.303067047769282283e+00
2.427201647081726144e+00,7.543957983456845540e+00,2.916919476908599762e+00,4.129170032526570111e+00
2.713911169323042216e+00,7.619532128001070603e+00,2.967098835083108899e+00,3.382582444596939020e+00
2.635314575684156946e+00,7.708601035873428486e+00,2.963838057582256269e+00,3.442369194586411218e+00
2.586465257921569894e+00,7.945855450006746423e+00,2.942654737268389553e+00,3.669551635740871731e+00
2.316758798446306056e+00,7.895514081814496876e+00,2.915242762792900955e+00,3.973117329400218445e+00
2.632347588922003823e+00,7.890139265628503651e+00,2.926067414127881516e+00,3.528015737795987761e+00
2.430761843250425436e+00,7.782401265623795972e+00,2.979202081399117130e+00,3.730053886492729287e+00
2.564848640083028375e+00,7.833851536407053118e+00,2.961696041227547482e+00,3.529589536830108010e+00
2.476633765815450250e+00,7.954217037014578828e+00,2.909099178033256461e+00,3.827598425917865921e+00
2.550305106757833062e+00,7.785665420199830322e+00,2.966781508817212920e+00,3.542664449419485440e+00
2.487654002360589089e+00,7.894531695503689050e+00,2.945163841623895440e+00,3.620306119284760982e+00
2.626238587160473426e+00,7.816983161233157062e+00,2.840226601349831181e+00,3.857779783712120381e+00
2.790551561632507394e+00,7.726706395114927517e+00,2.933718154775423415e+00,3.512468652896397536e+00
2.852750255219851816e+00,7.673526395616178775e+00,2.933295328189718720e+00,3.524288680847707855e+00
2.348415487560346904e+00,7.808550296535522683e+00,2.895837718958585327e+00,3.927753099844166762e+00
2.719052478855272348e+00,7.715448308596388749e+00,2.936167444512153502e+00,3.443650098316791475e+00
2.605565235202928598e+00,7.795668794503473720e+00,2.960039563571073451e+00,3.473675092570645884e+00
2.621671734768900919e+00,7.759298123028023575e+00,2.962892335407012467e+00,3.675384728214694974e+00
2.989072700559478601e+00,7.767423251886246938e+00,2.961368850306474787e+00,3.355708959989698759e+00
2.987350788599300699e+00,7.997159741232808372e+00,2.876183557258074508e+00,3.755786968997203434e+00
2.414406516669942437e+00,7.879589116284053674e+00,2.971041580309906394e+00,3.699977823630847595e+00
2.585326146932529046e+00,7.512466524833261161e+00,2.978911616390592876e+00,3.579270630717102719e+00
2.502400392919503336e+00,7.768267303771239085e+00,2.964375034746925763e+00,3.782595738496616455e+00
2.763451316474629937e+00,7.825716702676384529e+00,2.914178283018319604e+00,3.801252660411038597e+00
2.555205933106031946e+00,7.887888106211022432e+00,2.992911412277000860e+00,3.522137444704165787e+00
2.583975108317620339e+00,7.719226610707195846e+00,2.963729986861187271e+00,3.670005668053308412e+00
2.341077493514665431e+00,7.762015269449611843e+00,2.980576175312436682e+00,3.982689091157518568e+00
2.495998652629143777e+00,7.880064549837086929e+00,2.950887526156144247e+00,3.855993472185379911e+00
2.327699562131744226e+00,7.772456785971328941e+00,2.935240074299072077e+00,3.937606418058662960e+00
2.286426656993940654e+00,7.790694949647822831e+00,2.959163669536149399e+00,3.922534108142736287e+00
2.626678524930033731e+00,7.764206156697947669e+00,2.946435251754454754e+00,3.665723215528111645e+00
2.981418879679925027e+00,7.939933334663300535e+00,2.977940758411980138e+00,3.186305434831257610e+00
2.738655784248067437e+00,7.625797261504002833e+00,2.948202795567191004e+00,3.441189605964670051e+00
2.972674800507937753e+00,7.933903585555572846e+00,2.913893358701892922e+00,3.659205156528988478e+00
