3.449114208785410529e+00,1.397479432348738015e+01,8.219803827996022960e+01,8.344759276936773063e+01,8.717574746004788722e+01,9.697284842864733889e+01,8.816545204577711559e+01,9.182732092156716419e+01,-9.181252665916435944e+03,-6.183098996614178759e+03
-2.045378626137158484e+00,1.069757052459842939e+01,8.219989523766783179e+01,8.308624841145653761e+01,8.726727017280198595e+01,9.690000518200417901e+01,8.852209672501966509e+01,9.066649579735792486e+01,-9.182861219353480919e+03,-6.196869313107309608e+03
-3.267483282027625169e+00,1.078508158778888770e+01,8.219803827996022960e+01,8.344747283718605502e+01,8.594596967990227654e+01,9.716544690546247409e+01,8.914560527914899524e+01,9.099753503329409909e+01,-9.250381878325320940e+03,-6.183897492162134768e+03
-2.241311826920985517e+00,1.078623633185880593e+01,8.185417921139442399e+01,8.308816245257982303e+01,8.806269527390854535e+01,9.355650525594359124e+01,8.848561689072124636e+01,9.065558535351452463e+01,-9.334286276371183703e+03,-6.202016175395204300e+03
-2.030349130299971883e+00,9.023130424188137155e+00,8.185438219401757465e+01,8.351192287258197666e+01,8.598895336492961405e+01,9.404304410702116002e+01,8.910974805657616571e+01,9.057926361250659397e+01,-9.252969794786486091e+03,-6.157078144005683498e+03
3.287866325515598209e+00,1.361269517391934247e+00,8.183922539028456811e+01,8.337254941449945989e+01,8.589638804366261127e+01,9.403906263727321857e+01,8.856620690083308034e+01,9.045954875525509919e+01,-9.344539681256619588e+03,-6.196104058208944480e+03
-2.497127404380732774e+00,7.618872392203068777e-02,8.185418736365029702e+01,8.309000732512809861e+01,8.627498773934019027e+01,9.340063254555214201e+01,8.988736698949469428e+01,8.914544468108951492e+01,-9.332725572153352914e+03,-6.198032074621411994e+03
4.212915332325081863e+00,5.609556567820274608e+01,8.185498314319804081e+01,8.310194766961370760e+01,8.806162129159913832e+01,9.353478910251038769e+01,8.859360789330227703e+01,9.078166119111756416e+01,-9.251621363125104835e+03,-6.183990958388834770e+03
-9.546242456042190128e+00,1.074099413223751398e+01,8.178720076711346110e+01,8.349820712720467952e+01,8.620410850484493892e+01,9.392634541131833714e+01,8.852731224754144534e+01,9.191003264877274148e+01,-9.248659166444200309e+03,-6.129537644754977919e+03
-3.345893626243597652e+00,1.060607817000545161e+01,8.185742927518245438e+01,8.305598207184806370e+01,8.627677807113416009e+01,9.342734491483615500e+01,8.850381014912684918e+01,8.908059645495514189e+01,-9.251365056498378181e+03,-6.125970155926902407e+03
-9.854585634438501884e+00,2.164256653440922307e+01,8.185351097766589135e+01,8.309389957478610711e+01,8.906644999257542850e+01,9.388765720168711937e+01,8.851597057805793156e+01,9.078861410102045681e+01,-9.248829740516832317e+03,-6.202171078172844318e+03
-2.046874398151730112e+00,1.367572469296685789e+01,8.187738900450696633e+01,8.328711356021004519e+01,8.598411609882676032e+01,9.388267074351391273e+01,8.701636447077453340e+01,9.100909242436729585e+01,-9.230561543206025817e+03,-6.117885280812540259e+03
4.931768840724159997e-01,9.875550401429849856e+00,8.183889174371432773e+01,8.343840033727333605e+01,8.688229936708341938e+01,9.404448321150123036e+01,8.910991692297135103e+01,9.073965792517950035e+01,-9.200684903005589149e+03,-6.115986703493915229e+03
-2.858843615073485278e-01,1.337840155089413408e+01,8.183684526802704795e+01,8.350930252073045779e+01,8.595211898724474509e+01,9.432932741931190890e+01,8.915466199625171839e+01,9.042042699882186696e+01,-9.327032910179575993e+03,-6.184432636979670860e+03
